"nct_id","disease","drug"
"NCT00904202","HIV Neuropathy","Placebo capsules + Lidoderm®"
"NCT00904202","HIV Neuropathy","Gabapentin + Placebo"
"NCT00904202","HIV Neuropathy","Gabapentin + Lidoderm®"
"NCT00904202","HIV Neuropathy","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","HIV Neuropathy","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00904202","Idiopathic Sensory Neuropathy","Placebo Capsules + Placebo Patch"
"NCT00904202","Idiopathic Sensory Neuropathy","Placebo capsules + Lidoderm®"
"NCT00904202","Idiopathic Sensory Neuropathy","Gabapentin + Placebo"
"NCT00904202","Idiopathic Sensory Neuropathy","Gabapentin + Lidoderm®"
"NCT00904202","Idiopathic Sensory Neuropathy","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","Idiopathic Sensory Neuropathy","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00904202","Peripheral Neuropathy","Placebo Capsules + Placebo Patch"
"NCT00904202","Peripheral Neuropathy","Placebo capsules + Lidoderm®"
"NCT00904202","Peripheral Neuropathy","Gabapentin + Placebo"
"NCT00904202","Peripheral Neuropathy","Gabapentin + Lidoderm®"
"NCT00904202","Peripheral Neuropathy","Gabapentin 300 mg capsules 1800 mg/day + placebo patch"
"NCT00904202","Peripheral Neuropathy","Gabapentin 1800 mg/day + Lidoderm patch"
"NCT00906828","Parkinson Disease","levodopa/carbidopa"
"NCT00168779","Hypertension","telmisartan 80 mg / hydrochlorothiazide 25 mg"
"NCT00168779","Hypertension","valsartan 160 mg / hydrochlorothiazide 25 mg"
"NCT01348659","Fluid Volume Disorder","7.2% NaCl/hydroxyethylstarch"
"NCT00200551","Renal Transplantation","Cyclosporin, mycophenolate mofetil, antilymphocyte serum and corticoids."
"NCT01356745","Acute Pain","Premixed 50% nitrous oxide and oxygen (Kalinox)"
"NCT05058209","Osteoarthritis, Knee","Betamethasone sodium phosphate and betamethasone acetate Injectable Suspension"
"NCT01743521","Hepatitis C, Chronic","TPV/PEG-IFN/RBV"
"NCT00827931","Esophagectomy","Tranexamic acid + Standard of Care"
"NCT01698203","Pain","ropivacaine 0.75% - device : wound catheter Silver™ 19 cm and Easypump™ 400 mL (BBraun)"
"NCT01698203","Pain","ropivacaine 0.2% - device : wound catheter Silver™ 19 cm and Easypump™ 400 mL (BBraun)"
"NCT01698203","Thoracotomy","ropivacaine 0.75% - device : wound catheter Silver™ 19 cm and Easypump™ 400 mL (BBraun)"
"NCT01698203","Thoracotomy","ropivacaine 0.2% - device : wound catheter Silver™ 19 cm and Easypump™ 400 mL (BBraun)"
"NCT00972257","Glaucoma","treatment with dorzolamide/timolol"
"NCT00972257","Glaucoma","treatment with brimonidine/timolol"
"NCT00221039","Cutaneous T Cell Lymphoma","Methoxsalen+ECP"
"NCT00221039","Mycosis Fungoides","Methoxsalen+ECP"
"NCT00981786","Glaucoma","Brimonidine/timolol fixed combination drops added to travoprost"
"NCT00981786","Glaucoma","Brinzolamide/timolol fixed combination drops added to travoprost"
"NCT01781806","HIV Prevention","emtricitabine 200mg/tenofovir 300mg"
"NCT00230477","Hepatitis B","Hepsera and lamivudine"
"NCT01838772","Hepatitis C","Pegylated-Interferon and Ribavirin"
"NCT01863199","Neovascular Age Related Macular Degeneration","Lucentis (Treat and extend)"
"NCT01862614","Anesthetic Effectiveness","Articaine Hydrochloride + Epinephrine"
"NCT05127876","Spinal Induced Hypotension","EPHEDrine 10 Mg/mL-NaCl 0.9% Intravenous Solution"
"NCT02028676","Human Immunodeficiency Virus","Arm A: ABC+3TC+NNRTI"
"NCT02028676","Human Immunodeficiency Virus","Arm B: ZDV+ABC+3TC+NNRTI->ABC+3TC+NNRTI maintenance"
"NCT02028676","Human Immunodeficiency Virus","Arm C: ZDV+ABC+3TC+NNRTI->ZDV+ABC+3TC maintenance"
"NCT02028676","Human Immunodeficiency Virus","Once-daily ABC+3TC"
"NCT02028676","Human Immunodeficiency Virus","Twice-daily ABC+3TC"
"NCT00632554","Eosinophilic Pneumonia","prednisolone 0.5 mg/kg/day for three months"
"NCT00632554","Eosinophilic Pneumonia","prednisolone 0.5 mg/kg/day for six months"
"NCT00632554","Chronic Disease","prednisolone 0.5 mg/kg/day for three months"
"NCT00632554","Chronic Disease","prednisolone 0.5 mg/kg/day for six months"
"NCT03985514","Appendicitis","Antibiotic treatment (Piperacillin/Tazobactam, 4 gram x 3), followed by 8-10 days of out-hospital oral antibiotic treatment (Ciprofloxacin 500 mgx2,Flagyl 400 mgx3)."
"NCT00632840","Obesity","Atorvastatin and fenofibrate"
"NCT03610022","Metastatic Basal Cell Carcinoma","Treatment with vismodegib"
"NCT04445857","Analgesia","Calcitonin presented as Miacalcic® ampoules 100 IU/ml (1ml)"
"NCT04595318","Cannabis Dependence","Standard clinical care and varenicline"
"NCT04595318","Tobacco Dependence","Standard clinical care and varenicline"
"NCT04520230","COPD","Formoterol/Tiotropium"
"NCT04520230","COPD","Budesonide/Formoterol combination 160/4.5 mcg, 2 inhalations bid"
"NCT04520230","COPD","Tiotropium 18 mcg capsule inhaled once daily + Budesonide"
"NCT02010216","Rheumatoid Arthritis","tocilizumab [RoActemra/Actemra]"
"NCT02785549","Acute Diverticulitis","Amoxicillin/clavulanic acid"
"NCT02784340","Postoperative Pain","Bupivicaine and Fentany"
"NCT02771054","HIV","TAF/FTC"
"NCT02657252","Telangiectasis","Polidocanol with Glucose"
"NCT02624063","Hepatitis C, Chronic","Daclatasvir + Sofosbuvir"
"NCT02624063","Hepatitis C, Chronic","Simeprevir + Sofosbuvir"
"NCT03388853","COPD","Acetylcysteine/Doxofylline"
"NCT02547844","HIV-1","efavirenz + emtricitabina + tenofovir"
"NCT02547844","HIV-1","rilpivirina + emtricitabina + tenofovir"
"NCT02467920","Type 2 Diabetes Mellitus","glargine + exenatide"
"NCT00902304","Hypertension","Valsartan and hydrochlorothiazide (HCTZ) - monotherapy"
"NCT00902304","Hypertension","Valsartan and amlodipine"
"NCT00902304","Hypertension","Valsartan and hydrochlorothiazide (HCTZ) - combination arm"
"NCT02437747","Chronic Periodontitis","SRP + Aloe"
"NCT04298697","Human Immunodeficiency Virus","TDF/FTC Dose Schedule for Arm A"
"NCT04298697","Human Immunodeficiency Virus","TDF/FTC Dose Schedule for Arm B"
"NCT02842359","Type 2 Diabetes Mellitus","Irbesartan/atorvastatin fixed dose combination"
"NCT02427880","Nephrotic Syndrome","Acetazolamide and Hydrochlorothiazide Followed by Furosemide"
"NCT02427880","Nephrotic Syndrome","Furosemide and Hydrochlorothiazide Followed by Furosemide"
"NCT02427880","Edema","Acetazolamide and Hydrochlorothiazide Followed by Furosemide"
"NCT02427880","Edema","Furosemide and Hydrochlorothiazide Followed by Furosemide"
"NCT00119158","Atopic Dermatitis","Combination of pimecrolimus and fluticasone"
"NCT00817843","Metabolic Syndrome","Simvastatin/Ezetimibe"
"NCT00817999","Healthy","Clopidogrel 75 mg/day"
"NCT00952133","PONV","Palonosetron with Dexamethasone"
"NCT02348177","Acquired Immunodeficiency Syndrome","lopinavir with ritonavir in 1:1 ratio"
"NCT02348177","Acquired Immunodeficiency Syndrome","Lopinavir/ritonavir 4:1"
"NCT02348177","Tuberculosis","lopinavir with ritonavir in 1:1 ratio"
"NCT02348177","Tuberculosis","Lopinavir/ritonavir 4:1"
"NCT04659915","Glucocorticoid Effect","Metformin 500 mg Oral Tablets + Prednisone 20mg Tablets"
"NCT04659915","Glucocorticoid Effect","Placebo 500 mg Tablets + Prednisone 20mg Tablets"
"NCT03007225","HepatoCellular Carcinoma","TACE with Drug Eluting Beads procedure"
"NCT02851433","Cardiac Surgery","total anaesthesia and postoperative inhaled sedation with Sevoflurane"
"NCT02851433","Cardiac Surgery","total intravenous anaesthesia with Propofol."
"NCT03080181","Cushing Disease","Pasireotide 0.6 MG/ML"
"NCT03068260","Postoperative Pain","Ibuprofen 400Mg Tablet / Celebra 100 Mg tablet"
"NCT02135146","Hypotension","Plasmalyte 3ml/kg/hr group"
"NCT02135146","Hypotension","Plasmalyte 6ml/kg/hr group"
"NCT01110200","Pulmonary Disease, Chronic Obstructive","ADVAIR DISKUS 250/50 mg BID"
"NCT01109979","Cardiovascular Diseases","Estradiol+MPA"
"NCT01109979","Cardiovascular Diseases","Estradiol+Drospirenone"
"NCT01106534","Coronary Artery Stenosis","placebo + aspirin"
"NCT01106534","Coronary Artery Stenosis","clopidogrel + aspirin OR prasugrel + aspirin"
"NCT01106534","Coronary Disease","placebo + aspirin"
"NCT01106534","Coronary Disease","clopidogrel + aspirin OR prasugrel + aspirin"
"NCT01106534","Coronary Artery Disease","placebo + aspirin"
"NCT01106534","Coronary Artery Disease","clopidogrel + aspirin OR prasugrel + aspirin"
"NCT01106534","Coronary Restenosis","placebo + aspirin"
"NCT01106534","Coronary Restenosis","clopidogrel + aspirin OR prasugrel + aspirin"
"NCT01403532","Hypogonadotropic Hypogonadism","Traditional intervention for HH using HCG and FSH"
"NCT01403532","Hypogonadotropic Hypogonadism","Sequential intervention for HH using HCG and FSH"
"NCT01403532","Hypogonadotropic Hypogonadism","Sequential intervention for HH using HCG and FSH plus zinc"
"NCT01403532","Kallmann Syndrome","Traditional intervention for HH using HCG and FSH"
"NCT01403532","Kallmann Syndrome","Sequential intervention for HH using HCG and FSH"
"NCT01403532","Kallmann Syndrome","Sequential intervention for HH using HCG and FSH plus zinc"
"NCT00632814","Hemophilia A","rFVIII-FS (Kogenate FS, BAY14-2222) 70 IU/kg, dosing once per week"
"NCT00632814","Hemophilia A","rFVIII-FS (Kogenate FS, BAY14-2222), 70 IU/kg twice per week (30 IU/kg + 40 IU/kg)"
"NCT00632814","Hemophilia A","rFVIII-FS (Kogenate FS, BAY14-2222) 75 IU/kg, dosing three times per week (3 x 25 IU/kg)"
"NCT05387967","Heart Failure, Systolic","Sacubitril/valsartan"
"NCT04235569","Mitral Valve Disease","Enoxaparin Sodium 100 MG/ML Prefilled Syringe"
"NCT00391898","Parkinson's Disease","Levodopa/carbidopa/entacapone"
"NCT00391898","Parkinson's Disease","Levodopa/carbidopa"
"NCT00244712","HIV Infection","emtricitabine/tenofovir"
"NCT00244712","HIV Infection","abacavir/lamivudine"
"NCT00153101","Cardiovascular Diseases","Combination of Telmisartan and Ramipril"
"NCT02325518","Open-Angle Glaucoma","Brinzolamide 1%/Timolol maleate 0.5% fixed combination ophthalmic suspension"
"NCT02325518","Open-Angle Glaucoma","Dorzolamide hydrochloride 1%/Timolol maleate 0.5% ophthalmic solution"
"NCT02325518","Ocular Hypertension","Brinzolamide 1%/Timolol maleate 0.5% fixed combination ophthalmic suspension"
"NCT02325518","Ocular Hypertension","Dorzolamide hydrochloride 1%/Timolol maleate 0.5% ophthalmic solution"
"NCT01705743","Middle Aged Patients","Sevoflurane+Nitrous oxide"
"NCT01705743","General Anesthesia","Sevoflurane+Nitrous oxide"
"NCT01751555","Hiv","Regimen:TDF+3TC+EFV"
"NCT01732757","Conjunctivitis, Allergic","dextran 70 0.1%/hydroxypropyl methylcellulose 0.3%"
"NCT01808352","HIV","FTC/TDF"
"NCT04962451","Cerebrovascular Accident, Acute","ticagrelor + ASA"
"NCT04962451","Cerebrovascular Accident, Acute","Placebo+ASA"
"NCT01950416","ST Elevation Myocardial Infarction","Ticagrelor 180mg loading dose and 90mg bid maintenance dose"
"NCT01950416","ST Elevation Myocardial Infarction","Clopidogrel 600mg loading dose and 150mg maintenance dose"
"NCT01950416","Fibrinolysis","Ticagrelor 180mg loading dose and 90mg bid maintenance dose"
"NCT01950416","Fibrinolysis","Clopidogrel 600mg loading dose and 150mg maintenance dose"
"NCT01950416","P2Y12 Inhibitor","Ticagrelor 180mg loading dose and 90mg bid maintenance dose"
"NCT01950416","P2Y12 Inhibitor","Clopidogrel 600mg loading dose and 150mg maintenance dose"
"NCT00671749","Acne Vulgaris","clindamycin/benzoyl peroxide gel"
"NCT00652327","Hypercholesterolemia","Ezetimibe + Statin (simvastatin, atorvastatin, or pravastatin)"
"NCT00412113","Dyslipidemia","Amlodipine besylate/atorvastatin calcium single pill combination"
"NCT00412113","Dyslipidemia","Amlodipine besylate/atorvastatin calcium single pill combination"
"NCT00355342","Pulmonary Disease, Chronic Obstructive","Fluticasone Propionate/Salmeterol 250/50 mcg BID"
"NCT00324649","HIV-1","Zidovudine/lamivudine"
"NCT00266409","Generalized Anxiety Disorder","SSRI/SNRI"
"NCT00266409","Panic Disorder","SSRI/SNRI"
"NCT04767243","Intrabony Periodontal Defect","open flap debridement and filled Bioactive glass (Perioglas®) and A-PRF"
"NCT00805519","Osteoarthritis of the Knee","Glucosamine and chondroitin sulfate"
"NCT00805519","Osteoarthritis of the Knee","glucosamine and chondroitin sulfate plus Prednisolone"
"NCT00805519","Osteoarthritis of the Knee","Glucosamine and Chondroitin sulfate plus Chloroquine"
"NCT00807326","Diarrhea","Loperamide/simeticone 2 mg/125 mg caplets"
"NCT00807326","Diarrhea","Loperamide/simeticone 2 mg/125 mg chewable tablets"
"NCT00812786","Heart Transplant","cyclosporine, tacrolimus, mycophenolate mofetil and everolimus (immunosuppressive drugs)"
"NCT00877149","Compensated Chronic Hepatitis B","telbivudine/LDT600"
"NCT00877175","Preterm Infants","1% tropicamide and 2.5% phenylephrine"
"NCT00882388","Healthy","aspirin + celecoxib"
"NCT00882388","Healthy","aspirin + clopidogrel"
"NCT00882388","Healthy","aspirin + clopidogrel + celecoxib"
"NCT00888186","Parkinson Disease","levodopa/carbidopa"
"NCT00888186","Dyskinesias","levodopa/carbidopa"
"NCT00891163","Pain","Synera™ Topical Patch (70 mg lidocaine/70 mg tetracaine)"
"NCT00912678","Kidney Transplantation","MMF (Cellcept) and Steroids"
"NCT00935194","Influenza","oseltamivir and chinese medicinal herbs"
"NCT00947141","Viraemia","ganciclovir (start when CMV PCR >200copies / ml x2)"
"NCT00947141","Viraemia","Stop treatment when 2 levels CMV PCR <3,000 copies / ml"
"NCT00947843","Coronary Heart Disease","aspirin + pregrel (Clopidogrel resinate)"
"NCT00947843","Coronary Heart Disease","aspirin + placebo"
"NCT00947843","Coronary Heart Disease","aspirin + plavix (Clopidogrel bisulfate)"
"NCT00948220","Hepatitis C, Chronic","peginterferon alfa-2a and ribavirin"
"NCT00948220","Liver Diseases","peginterferon alfa-2a and ribavirin"
"NCT00948220","Virus Diseases","peginterferon alfa-2a and ribavirin"
"NCT02065986","HIV","Truvada (once daily tablet containing 300mg tenofovir disoproxil (TDF) and 200mg of emtricitabine (FTC)"
"NCT01544725","Fracture","Procedural sedation with ketamine-propofol combination"
"NCT01544725","Fracture","Procedural sedation with ketamine alone"
"NCT01544725","Dislocation","Procedural sedation with ketamine-propofol combination"
"NCT01544725","Dislocation","Procedural sedation with ketamine alone"
"NCT01430260","Allergic Rhinitis","Ciclesonide & Levocetirizine"
"NCT01772940","HIV-1 Infection","Tenofovir/emtricitabine"
"NCT01772940","HIV-1 Infection","Zidovudine/lamivudine"
"NCT01774396","Injuries to the Wrist and Hand","Emervel® Volume Lidocaine and Emervel® Deep Lidocaine"
"NCT01775839","DRUG REACTIONS","Aspirin+Clopidogrel/Digoxin(oral)"
"NCT01775839","DRUG REACTIONS","Aspirin+Clopidogrel/Digoxin(IV)"
"NCT01446445","Infection in Solid Organ Transplant Recipients","Ganciclovir/ Valganciclovir according to SPC"
"NCT01446445","Infection in Solid Organ Transplant Recipients","Ganciclovir/ Valganciclovir according to PK model"
"NCT01998295","Instantaneous Clearance","Artemether/lumefantrine"
"NCT00975065","Type 2 Diabetes Mellitus","vildagliptin 50 mg bid plus metformin 1500mg (Galvus+Diabex)"
"NCT02057367","Brain Tumour","Scalp block with 0.5% plain Marcaine"
"NCT02057367","Brain Tumour","Scalp block with 0.9% normal saline"
"NCT00978172","Malaria","artesunate and mefloquine"
"NCT00978237","HIV Infections","LPV/r"
"NCT00978237","Lipoatrophy","LPV/r"
"NCT00979706","HIV","HAART + Immunotherapy"
"NCT03080831","Fluid Overload","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
"NCT01794273","Endovascular Carotid Surgery","ephedrine and phenylephrine"
"NCT01794273","Preoperative Hypotension","ephedrine and phenylephrine"
"NCT01846455","Hepatic Failure","2.0mg Buprenorphine/0.5mg Naloxone"
"NCT01846455","Hepatic Impairment","2.0mg Buprenorphine/0.5mg Naloxone"
"NCT01846455","Chronic Hepatitis C Infection With Hepatic Coma","2.0mg Buprenorphine/0.5mg Naloxone"
"NCT00240032","Multiple Sclerosis","glatiramer acetate injection with oral cetirizine hydrochloride"
"NCT00240032","Multiple Sclerosis","glatiramer acetate with placebo"
"NCT01869634","Human Immunodeficiency Virus Infection","darunavir with ritonavir and fixed-dose viread+emtricitabine daily"
"NCT02632474","HIV Infections","Tenofovir(TDF)+Lamivudine(3TC)+Efavirenz(EFV)"
"NCT01862614","Anesthetic Effectiveness","Buffered Articaine Hydrochloride + Epinephrine"
"NCT02582372","Dexmedetomidine in Subarachnoidal Anesthesia","Dexmedetomidine and bupivacaine"
"NCT02582372","Dexmedetomidine in Subarachnoidal Anesthesia","Fentanyl and bupivacaine"
"NCT00271713","Osteoporosis, Postmenopausal","ibandronate, calcium and vitamin D"
"NCT00271713","Osteoporosis, Postmenopausal","placebo,calcium and vitamin D"
"NCT00996697","COPD","Budesonide/formoterol and tiotropium"
"NCT00996697","COPD","Budesonide/formoterol and placebo"
"NCT00997347","Medical Abortion","Mifepristone and misoprostol"
"NCT04090801","Female Pattern Hair Loss","Topical minoxidil 5% in 90% ethanol and 5% propylene glycol"
"NCT01016249","Bronchiolitis","Treatment 1. (5% Hypertonic saline + Epinephrine)"
"NCT01016249","Bronchiolitis","Treatment 3. (3% Hypertonic saline + Epinephrine)"
"NCT01016249","Bronchiolitis","Treatment 2. (Normal saline + Epinephrine)"
"NCT00294463","Postmenopause","Estradiol + Medroxy Progesterone Acetate"
"NCT00294463","Osteoporosis","Estradiol + Medroxy Progesterone Acetate"
"NCT00294502","ESRD","Gentamycin/citrate, Minocycline/EDTA"
"NCT01023399","Malaria","Artesunate + Amodiaquine"
"NCT01936857","HIV","Buprenorphine/naloxone"
"NCT01274780","HIV-1","Darunavir / Ritonavir + Tenofovir / Emtricitabine"
"NCT01274780","HIV-1","Atazanavir / Ritonavir + Tenofovir / Emtricitabine"
"NCT01028508","Depression","lithium and Venlafaxine"
"NCT03865004","Renal Colic","Paracetamol+Morphine"
"NCT04288778","Diabetes Mellitus","Canagliflozin + Metformin hydrochloride (Fixed Dose Combination)"
